Positive Reviews,Negative Reviews
22923.0,2622.0
0.713829795401998,-0.521168230358505
0.2812226301108976,0.2875451663167121
0.0018,-1.0
0.5083500000000001,-0.782675
0.8176,-0.5106
0.9545,-0.296
1.0,-0.0011
